dd,climate_severity,default_in_4q
3.609434159508863,0.40495074481035753,1
0.9200317875190089,0.055957452312541935,1
4.5009023916129145,0.6985938517907427,0
4.881129432782428,0.35338445817170533,0
-0.9020703773076728,0.13896921350807434,1
0.3956409862753638,0.12037356960853139,1
3.2556808063345706,0.17294211875283416,0
2.367514815312836,0.28600340565940113,1
2.9663976849914224,0.26195782697212733,0
1.29391214485284,0.24182699781895406,1
4.758795949725657,0.08098098416885421,0
4.555583870857896,0.3792515746715903,0
3.132061395122432,0.5158885814857093,0
5.254482413936065,0.3759958476115162,0
3.935018684504091,0.5182275924491789,0
1.2814150742335235,0.1314597433811401,1
3.7375015681649977,0.05478378756601055,1
1.0822347983420022,0.48944826770735705,1
4.756900602614545,0.5828196647207381,0
2.9001481780274943,0.20351694089784123,0
2.6302752729094787,0.4764684678644051,0
1.6381409111921172,0.2201637266379774,1
5.4450826773480605,0.056677284433070324,0
2.6909410358623957,0.14356755395456497,1
2.1433443556737855,0.18491096663052628,1
2.295732899023541,0.2598963068037861,1
4.064618371106698,0.2634275447984425,0
3.730888128728157,0.08630230258264214,0
3.825465223191977,0.4878277524210892,0
3.8616420060157655,0.21424308560761082,1
7.2832952017409225,0.16515927705077993,0
2.1871699672307687,0.15745982302907727,1
1.9755145418569253,0.06880460292885923,0
1.3724545435042446,0.4809146074721932,1
4.2319588451509915,0.09312484634500741,1
5.257944585441783,0.23266031744132423,0
2.7721050846902497,0.44180135189554126,0
1.319687046074944,0.0724884301638281,1
1.351037568617521,0.24264774499547462,1
4.301185575649402,0.2826193879955043,0
4.486508342406885,0.23042975297830337,0
4.08630853661039,0.33050007979119655,0
1.6689805854226114,0.14346876045121193,0
3.4643226461334393,0.2174412142052002,1
3.2333716182814563,0.3728935971829428,0
3.4373771934580257,0.3419979291106977,0
4.7428575558963795,0.22098525259620483,0
3.4471910975493647,0.3060952276417358,0
4.35782712614379,0.11104381058621159,0
3.1351581389777827,0.28193526032296334,0
3.578238797379968,0.25396546907850626,0
4.262576451677081,0.7464343290038182,0
0.08568836028866711,0.08295266619593507,1
2.360657567285397,0.42879147196775785,0
2.059254691414409,0.37063427482922845,1
1.7222443035133161,0.04596287704383176,1
2.4497154975466326,0.26889056533399747,1
5.989882622468792,0.4845218111084939,0
1.2683377686135135,0.2954428851360121,1
4.936556709182962,0.5175483064909647,0
-0.3657395432316095,0.36736920316058347,1
2.3302299400284503,0.23744373191417031,1
3.325506130210011,0.022159246192493903,0
4.172444662718556,0.40618112488121716,1
4.42245315958571,0.3761966184741876,0
4.58669447039985,0.6428624632557398,0
2.3025498555031247,0.5318111675018803,1
2.0752964146708655,0.19101685688199424,1
4.715951762514308,0.40897891376956,0
2.6173913502367703,0.30211218450933436,0
0.44862735332415626,0.17478909515465463,1
0.7334255719930387,0.2647868659739844,1
1.1610954279967773,0.33068380151099297,0
3.994321488107528,0.1782024913279482,0
3.2848514721411304,0.39589990914837925,0
4.3809707081355365,0.2800405738981606,0
2.1454947073269315,0.5369820431747213,1
3.3170793821534286,0.25626588636258835,0
4.251180787934674,0.08994199982567165,1
2.381306920559523,0.3247057306063392,1
3.913550475114823,0.38125958288623574,0
1.6761481178666975,0.1947739022655988,1
2.2738923068698567,0.30163340676801637,1
2.2365242120033417,0.11484735285645413,0
0.6083207088219207,0.21444807144378178,1
3.9739449615711635,0.16842356060568298,1
2.0611953195945523,0.2506412100945355,1
3.024988237455375,0.3354570019142997,1
3.9614933178118177,0.6202782539966126,0
3.8930623520598884,0.07696337817201293,0
4.330770217945572,0.6712258585479886,0
2.8030290309811527,0.2401955818291997,0
2.1534033759116924,0.16038921353914526,0
2.840563578187202,0.49455551238480117,1
-0.3746688679160597,0.5470968709034669,1
0.10577505515382546,0.6069991310602684,1
0.35460077529119527,0.6017031392303573,1
1.0055063447970365,0.05973515670197355,1
3.799548453446873,0.34456863892866757,0
1.1890418892798784,0.3003692686507166,1
2.243674891921221,0.4639829055763285,0
5.598456595572131,0.258851917562462,0
2.287472057877148,0.35480019036360644,0
4.475031136934173,0.1423184280751722,1
1.132764639980246,0.44769509941036356,1
2.58912488426474,0.016786106596429234,1
1.0999558901788375,0.18592036131037207,1
2.321933848198875,0.122914500636621,0
4.680616274914791,0.32044528366238634,1
-0.4546408463846974,0.07333794075794424,1
3.8688472870917145,0.10362151958316417,0
3.4754712046645557,0.16534222309473717,0
1.8117000886064112,0.37483181564790696,1
0.10788429122309084,0.3288151285127298,0
3.144259015427739,0.3032451270493472,1
1.9410145818723952,0.24227424775327475,1
3.465352422709408,0.5513285202679539,0
3.0437042910468857,0.22433385806751543,1
6.20355778264183,0.4938279356295961,0
2.5212887450539516,0.1670737335215334,0
0.9530050147562701,0.34606258841472415,1
3.358551269912632,0.17892767357133774,0
3.43999336794353,0.46799288204758155,0
5.718375150480873,0.3889694491956179,0
4.670222491829157,0.5130378507092311,0
3.7137421182990185,0.13399027738070624,0
5.926605782439124,0.19383306536741138,0
0.6224738913542982,0.1533859792146235,1
1.7204969345005046,0.06782994586031205,1
1.1468481171889502,0.10052726959603948,1
2.220380393688464,0.2767792999435472,0
0.2466277048873824,0.177550270632701,1
4.270301893628808,0.27390245028562554,0
2.5555546058024534,0.19498851969201456,0
0.05838741099468425,0.16512130461730953,1
0.9688418375849168,0.31129639276669324,1
3.6270276949003906,0.1619747902808307,1
4.6762531357887624,0.18356508518946496,0
6.993461783383573,0.08226044152653253,0
8.82772493201466,0.15560527662446402,0
3.828818866551993,0.35151253036250424,0
1.0209237599362717,0.42415887100891314,1
-1.2640925614626184,0.3615611233941836,1
3.535422924687672,0.4681336482089332,0
1.374117809379348,0.046745674733384694,1
2.1692854796406293,0.19606155740083947,1
1.7758064018803839,0.11408785215966886,0
2.7184182271672297,0.16647025369979557,1
5.131960461575288,0.03219918096921585,0
3.314097134890689,0.1492100074658129,0
2.6827303259226234,0.2365283560273788,1
0.9286924943483768,0.3064697586888108,1
-0.34936588940871394,0.3663338017661592,1
2.0273841818533382,0.142348755708417,1
2.892434898363359,0.49471138575760737,1
6.535859827159766,0.5646763783460078,0
3.2605490429457715,0.6180923466457132,1
4.965479022046115,0.561713096657547,0
2.001408802921696,0.25057208345785864,1
0.6301124671659508,0.2274745156217534,1
1.0697664755352563,0.09084710105505522,1
1.5495478709284936,0.3959431413325833,1
7.256939464870329,0.27703786156257076,0
1.3572266415512277,0.5865519937715634,1
4.67697840747269,0.1548793416078528,0
1.1941456438259472,0.29610658989993666,0
4.863146025748488,0.22067136954518402,0
3.7699019322117264,0.2437632657385834,1
2.686724204683819,0.6158013004729439,1
2.918474947729132,0.1079447680326232,0
1.6904246091412192,0.20290691602123334,1
3.892144402964161,0.24021064918229543,0
2.09003303931844,0.3178322992604279,0
0.5487884724655037,0.13887516966516586,1
0.4441248513607614,0.37624215785430576,1
3.345175835444239,0.21630212316807823,0
6.15818251282087,0.453177570528692,0
3.3199832271468765,0.0811864627628387,1
2.762723347780235,0.024633057110851134,0
3.571652279205086,0.20928949730192342,0
5.61200348341365,0.3015273552792158,0
3.438765002727713,0.1000063911675057,0
2.178145538332526,0.4201327610996455,1
5.212577420119778,0.4218823808446338,0
3.857512876923227,0.11094272808997127,0
6.071511983991984,0.24333402027490203,0
3.3664688744438123,0.1136891604749819,0
0.5510619365589995,0.3607437439164363,1
0.26368160150867004,0.06944431824404981,1
6.3018558644625,0.0857012448179925,0
6.447331441566594,0.12119129622638834,0
2.6409615734347986,0.26419052566427914,1
2.2336253577280245,0.11331635691286435,0
5.922888584484404,0.36645039275410773,0
0.7859086359130241,0.37214968016584826,1
1.2105459620883472,0.5767534774534626,1
4.286653589378089,0.19516379601805595,0
2.210789754280821,0.2354546207243588,0
2.9897562665598576,0.5238451816669903,1
2.6731142029509747,0.05647632091221229,1
3.675149097597867,0.15204238409340154,1
5.814963722627434,0.5014312890983698,0
3.181169813803491,0.29944775615019786,0
4.287877586553716,0.19900132555012287,1
-1.100344202062045,0.08646392827415506,1
2.902563196139764,0.1904351774416772,1
1.3135394594142578,0.1032893816509013,1
0.562373879152744,0.43987994550160875,1
1.2436952661424985,0.2745828176394169,1
2.331753118598376,0.21928167217815653,1
4.831805084712026,0.32082329099533974,1
0.34721456452087196,0.11640057537553142,1
3.061262985188835,0.29578525394446803,1
2.031661133332843,0.2102396888244914,1
2.3446538112760784,0.3975695369503245,0
5.005515650609208,0.259157096668327,0
4.076230874007852,0.3030935084552029,0
5.674796214885488,0.5836005883373108,0
2.690988641500199,0.016546572598257467,1
1.608114776658594,0.06680370107337752,1
2.552282366239001,0.12166510586194312,0
3.484993582542443,0.059398387392734196,0
3.353146716907422,0.15051147873175624,0
0.8312238555332669,0.03356369115221126,1
3.1809795632557485,0.11985922447327582,0
3.4564566602778104,0.4599008294032237,0
8.034948075067842,0.11067567796331555,0
6.75368922256334,0.3494761854049412,0
1.2935132988823599,0.5346719559735756,1
2.425233276901648,0.26761353736601434,1
0.07311599632599375,0.06476206909600196,1
1.818585972073027,0.38069167262379455,1
3.631210007180681,0.10060995890855251,0
5.411707241776467,0.19107046624790341,0
1.541832324512783,0.5648730302070669,1
1.691707119864407,0.0701874382479156,1
-1.2945780594773098,0.3336206831672221,1
2.6746681589101846,0.23132182100690504,1
0.8751711762808738,0.247576074174156,1
1.9411211452678525,0.15423307674153527,1
1.2462784436648235,0.49553954845624665,1
2.811474891494886,0.29125911143847977,1
-0.5154567827132626,0.41378495693674094,1
0.06590950921801886,0.061771422530591945,1
7.258494224056596,0.011368202090652318,0
0.42515483745193805,0.41545396203296775,1
0.8064288430907207,0.2799278320471875,1
6.673827056642628,0.06676442537903717,0
8.810134338480815,0.36833963656441354,0
0.6568667423493166,0.4716895534052744,1
2.263502086423939,0.1875388468649835,1
3.683111101881019,0.4400489304405396,1
6.457395288811185,0.47215078757290446,0
1.0262858431435251,0.175508684728171,1
2.5094443081157807,0.4817024639999942,1
4.5546751521234885,0.2539510001292547,0
3.8695321489332373,0.43809458382008293,0
2.2476878575398014,0.5987249636435847,1
2.7323540709679177,0.10982237665318578,1
0.25020838326003636,0.16428678979283332,1
2.5236525120506696,0.63470366066077,0
2.4672250199820898,0.23706353517399814,0
